enterprise_value_q,cost_of_equity,used_growth_rate,levered_wacc,FCFE,FCFE_Net_Income,FCFF_op_cash_with_tax,FCFF_ebit_with_tax,ev_sales_valuation,ebitda_valuation
831689949.40,0.10,0.03,0.09,108000000.00,295000000.00,110370000.00,33860000.00,1289283149.00,908825814.00
831689949.40,0.10,0.01,0.07,350000000.00,172000000.00,358913000.00,40912000.00,1046766126.00,813785206.00
840452932.60,0.10,0.02,0.06,-91000000.00,118000000.00,-89180000.00,97820000.00,1221572481.00,685558760.00
840452932.60,0.10,0.02,0.06,59000000.00,177000000.00,70691000.00,56687500.00,1258811822.00,824994440.00
840452932.60,0.10,-0.01,0.09,64000000.00,-26000000.00,65580000.00,-51860000.00,1216078152.00,-110386580.00
840452932.60,0.10,0.00,0.09,171000000.00,-47000000.00,170813800.00,132814900.00,1046974915.00,313730280.00
926466401.10,0.10,0.02,0.05,-73000000.00,295000000.00,-72254200.00,-88249800.00,1242106822.00,1415138356.00
926466401.10,0.10,0.01,0.06,7000000.00,-45000000.00,16857100.00,248852600.00,1324280100.00,1288409548.00
926466401.10,0.10,-0.01,0.02,195000000.00,58000000.00,191384600.00,-119615600.00,1191852090.00,337943488.00
926466401.10,0.10,-0.01,0.09,232000000.00,-499000000.00,234630000.00,448350000.00,1140918240.00,-168971744.00
390522190.50,0.10,-0.01,0.09,-4000000.00,-167000000.00,-2000000.00,140620000.00,1049223729.00,-51820936.00
390522190.50,0.10,0.00,0.09,170000000.00,129000000.00,170000000.00,-38090000.00,1064644041.00,621851232.00
404731347.90,0.10,0.01,0.03,-35000000.00,129000000.00,-28000000.00,3999000.00,1434693280.00,775701654.00
404731347.90,0.10,0.01,0.03,58000000.00,24000000.00,58000000.00,105996800.00,1245617120.00,700633752.00
404731347.90,0.10,0.01,0.12,130000000.00,51000000.00,140895900.00,55898200.00,1121990400.00,733997264.00
655576455.50,0.10,0.01,0.03,-18000000.00,29000000.00,-18000000.00,72997600.00,1604161584.00,564872088.00
655576455.50,0.10,0.01,0.06,7000000.00,44000000.00,13342800.00,66340800.00,1625099436.00,701810776.00
655576455.50,0.19,-0.01,0.09,672000000.00,410000000.00,24370000.00,144910000.00,1728178092.00,-504961412.00
655576455.50,0.24,-0.02,0.09,52000000.00,168000000.00,60740000.00,-249960000.00,1916618760.00,-85586680.00
715196651.80,0.22,0.01,0.05,-112000000.00,97000000.00,-108300000.00,6700000.00,1842205582.00,682297652.00
715196651.80,0.19,0.02,0.05,143000000.00,-339000000.00,331928500.00,339927100.00,1822217818.00,1173953313.00
715196651.80,0.18,0.01,0.05,28000000.00,106000000.00,32426200.00,10425900.00,1722278998.00,782635542.00
715196651.80,0.15,0.07,0.09,-47000000.00,287000000.00,-39050000.00,33230000.00,1560711239.00,471588083.00
663131509.10,0.15,0.03,0.06,-51000000.00,171000000.00,-116186200.00,205809400.00,1550931852.00,1716424747.00
663131509.10,0.19,0.01,0.07,579000000.00,595000000.00,108064900.00,22066300.00,1893093118.00,862705632.00
663131509.10,0.19,0.01,0.07,166000000.00,191000000.00,90210000.00,55208000.00,1909528812.00,1015476421.00
663131509.10,0.20,0.01,0.08,286000000.00,352000000.00,148351200.00,-61648000.00,1987224820.00,862705632.00
897721427.20,0.21,0.01,0.08,48000000.00,-13000000.00,67857500.00,158858300.00,2361467260.00,1997583356.00
1097488002.00,0.21,0.01,0.08,-8000000.00,-27000000.00,55909800.00,142911600.00,2505974958.00,2167189490.00
1060438385.00,0.20,0.01,0.08,115000000.00,111000000.00,139500000.00,67500000.00,2511261825.00,2506401758.00
283575357.70,0.20,0.02,0.11,32639000.00,49501000.00,42864582.30,16353231.00,207063931.00,307806366.60
324381221.90,0.20,0.01,0.08,134500000.00,-76482000.00,49279233.60,243349195.20,258684486.10,400464110.00
336408288.10,0.18,0.01,0.08,33476000.00,8671000.00,44998032.00,31748474.50,220787879.60,158849685.60
336408288.10,0.17,0.01,0.08,-8589000.00,18095000.00,6077529.30,33437501.30,242797473.80,215938626.30
336408288.10,0.17,0.02,0.07,75637000.00,40063000.00,85369509.00,48396136.20,309899225.40,339755082.30
336408288.10,0.18,0.02,0.08,119632000.00,55635000.00,130478598.00,51200840.00,277428674.40,339045264.80
493108086.70,0.15,0.01,0.07,56666000.00,41573000.00,69768111.20,27408910.60,315442052.90,339692509.00
493108086.70,0.14,0.02,0.07,-32758000.00,12501000.00,-22434437.00,113609559.00,365655875.00,579567363.20
493108086.70,0.15,0.02,0.07,-8402000.00,105774000.00,-37735980.90,38418976.30,416289952.10,464119667.00
493108086.70,0.16,0.00,0.07,100295000.00,-13287000.00,97974304.00,87398803.00,373138349.10,265014988.90
616648138.30,0.15,0.01,0.07,29165000.00,1430000.00,63314499.90,46217822.30,435309548.80,313892864.60
616648138.30,0.16,0.01,0.06,-30542000.00,142772000.00,-31398518.20,-26334462.20,583084609.70,493210085.20
616648138.30,0.14,0.01,0.06,74496000.00,-98244000.00,143791607.20,138304034.00,629328108.50,499544693.80
616648138.30,0.16,0.02,0.06,203175000.00,211757000.00,91253892.70,36504821.50,549760232.90,586123728.40
830308362.70,0.18,0.01,0.07,145449000.00,243076000.00,54576910.00,-39944726.00,602633088.00,801103686.30
830308362.70,0.20,0.01,0.07,81173000.00,112675000.00,33984391.80,86188735.50,641321344.00,1128555757.00
830308362.70,0.18,0.02,0.07,95381000.00,-32109000.00,154626404.80,155671585.60,832716560.00,1416900499.00
830308362.70,0.18,0.01,0.07,53835000.00,55105000.00,95687511.90,76141346.20,760389280.00,1302793268.00
740481814.90,0.19,0.00,0.07,74306000.00,135675000.00,19200052.80,25438366.40,580859147.90,886164465.80
740481814.90,0.22,0.01,0.08,255088000.00,280220000.00,110361431.00,21499265.00,671469774.10,1418641975.00
740481814.90,0.21,0.01,0.07,33890000.00,100935000.00,53453581.10,76587279.60,797764542.70,1820379489.00
740481814.90,0.19,0.01,0.07,229073000.00,-89204000.00,262970673.20,196726870.00,746688346.60,1288147065.00
598433934.20,0.27,0.00,0.09,156632000.00,-36674000.00,145794670.00,135395820.00,1020368703.00,312283762.50
598433934.20,0.29,0.00,0.09,115929000.00,85659000.00,78644530.00,53044290.00,1084809691.00,391881372.10
598433934.20,0.21,0.00,0.07,84842000.00,-48486000.00,122627949.60,123521540.60,1129947165.00,494168189.70
598433934.20,0.27,-0.03,0.09,-30096000.00,-264688000.00,125931900.00,80620850.00,1044936442.00,-103748057.90
994479191.10,0.27,0.00,0.09,21244000.00,29148000.00,36561820.00,46292410.00,1556076010.00,487104181.40
994479191.10,0.21,0.01,0.07,107122000.00,142515000.00,62563814.20,46136718.40,1968451127.00,997415301.00
994479191.10,0.20,0.02,0.07,67871000.00,35742000.00,134899804.60,110453842.00,2533519671.00,1583269730.00
994479191.10,0.19,0.02,0.07,100852000.00,153793000.00,109658035.40,45026533.80,2143330288.00,1538893023.00
1367603808.00,0.18,0.01,0.07,82783000.00,-152953000.00,190116161.20,228473630.00,1915411648.00,1302333740.00
1367603808.00,0.22,0.02,0.08,109522000.00,856850000.00,-224428001.30,-251182339.90,3125991025.00,2074737575.00
1367603808.00,0.20,0.02,0.07,145091000.00,-164575000.00,297339667.80,260956730.80,3234434392.00,1838510858.00
1367603808.00,0.24,0.04,0.09,80813000.00,389198000.00,24017550.00,-1398400.00,2650822793.00,1296822729.00
1142666616.00,0.24,0.01,0.08,137729000.00,68118000.00,112686478.40,133970571.20,2073763503.00,932228188.20
1142666616.00,0.25,0.02,0.08,170197000.00,417486000.00,11062378.50,34779868.70,2401819321.00,1680796274.00
1142666616.00,0.30,0.02,0.10,178156000.00,556754000.00,52465007.00,-43024772.70,2935424817.00,1985406314.00
1142666616.00,0.18,0.01,0.06,154052000.00,-744874000.00,550542553.20,546839727.80,2846830298.00,1289948626.00
1378435583.00,0.31,0.01,0.10,157293000.00,368788000.00,-3663695.60,31257665.40,2670483722.00,2587347610.00
1373489042.00,0.25,0.02,0.09,67277000.00,-439177000.00,422894548.40,467830605.20,3410358655.00,4475773425.00
1617705519.00,0.23,0.03,0.09,29188000.00,211168000.00,124474085.70,90003727.60,3546864038.00,4672601788.00
42762948.61,0.13,0.03,0.05,15182000.00,9178000.00,21287984.00,5225544.00,59275289.56,130197490.90
59788272.91,0.15,0.00,0.05,11059000.00,158012000.00,7238023.60,-140784768.60,65184415.04,94299727.70
57604982.15,0.16,0.01,0.06,-5769000.00,21387000.00,827972.30,-1837613.80,89028741.82,84529204.27
63759863.33,0.17,0.01,0.06,30392000.00,24305000.00,17688892.00,15359728.40,103379107.40,87473799.93
70972727.07,0.15,0.01,0.06,444000.00,-13742000.00,9436954.00,32817084.80,117202877.30,97750921.50
104259280.00,0.15,0.01,0.06,60657000.00,-6777000.00,78314195.60,31639149.50,169548004.30,147099448.40
108887836.00,0.13,0.02,0.06,21093000.00,6484000.00,35397898.70,22774427.60,192358286.10,184726005.10
145382640.10,0.13,0.02,0.06,19103000.00,16896000.00,28013735.90,22583625.30,188245778.30,207877972.00
123455880.20,0.13,0.03,0.06,-28835000.00,31620000.00,-21084003.60,16849263.20,200829335.40,253777878.70
183793803.80,0.13,0.02,0.06,48427000.00,75445000.00,26070885.40,-9958998.20,199536588.50,185956450.70
193365078.40,0.12,0.01,0.06,13200000.00,-23244000.00,41755115.00,33354865.00,176489720.00,164978712.00
147995053.20,0.12,0.01,0.06,12097000.00,18826000.00,4921690.00,30213275.00,204250685.70,179670786.80
170534200.00,0.12,0.02,0.05,-11013000.00,23711000.00,-9495745.00,28232070.00,261394826.30,238533105.20
191816656.60,0.15,0.01,0.05,153785000.00,115150000.00,91820682.50,2080145.80,291079441.70,230616684.40
295081048.80,0.15,0.01,0.06,19940000.00,8411000.00,11917776.00,43460711.50,270809897.40,314834627.00
269926772.90,0.15,0.02,0.06,32552000.00,12051000.00,25802431.80,52278373.20,293939986.80,432053864.20
339784279.80,0.16,0.02,0.06,94789000.00,135357000.00,47893347.80,-16885108.20,364166473.20,554058455.90
403940873.80,0.16,0.02,0.06,76752000.00,37143000.00,74910806.90,37964726.40,355279837.10,568590129.10
398017878.70,0.15,0.01,0.06,-20395000.00,-9882000.00,-6993860.80,47266800.40,282162858.60,448562930.00
386787165.00,0.15,0.01,0.06,47926000.00,20285000.00,41491915.60,47743798.70,309304453.30,566986900.00
368970553.00,0.16,0.02,0.06,41585000.00,53609000.00,26913921.00,48391948.50,368096735.70,803970181.70
318268710.80,0.15,0.01,0.07,69261000.00,13591000.00,60785375.90,46239514.60,292678073.20,436043824.60
248937951.30,0.15,0.00,0.07,16314000.00,621000.00,16954378.20,35449301.90,399212950.80,159856529.80
292977314.00,0.15,0.00,0.07,-11852000.00,-26827000.00,92746.80,57027957.60,491464500.00,191099700.90
272751860.20,0.15,0.01,0.07,34783000.00,74751000.00,15964483.10,17736729.80,565050267.20,391241599.20
313143946.30,0.15,0.01,0.07,96355000.00,49487000.00,77235137.50,30577636.10,505287240.80,318332934.80
355452371.10,0.15,0.00,0.07,-38904000.00,-7063000.00,-25309540.00,35363430.00,692023299.30,247553829.30
283373342.10,0.15,0.00,0.07,56089000.00,-37294000.00,69924048.00,70639098.30,734410019.80,290527644.80
296470096.30,0.14,0.00,0.07,70313000.00,58315000.00,54254700.80,3820534.40,816429489.50,294403018.00
331389971.80,0.15,0.01,0.07,10784000.00,30171000.00,17195192.00,27898508.40,967608524.60,471280902.80
325571089.70,0.15,0.00,0.07,53828000.00,-17915000.00,67751060.00,53946100.00,937794811.30,318304493.80
353174346.70,0.14,0.02,0.07,77815000.00,-53319000.00,91289864.00,117301168.00,1054142749.00,564113934.90
402748560.90,0.15,0.01,0.07,68198000.00,73625000.00,56910891.60,16815027.40,1015973050.00,527289218.70
375560433.10,0.16,0.02,0.09,53331000.00,65550000.00,49454390.00,15017290.00,967047558.60,429282372.00
351508297.50,0.16,0.00,0.08,6181000.00,-44691000.00,20578271.20,68308231.20,751651007.30,172467131.90
416650793.90,0.20,0.01,0.08,194865000.00,263142000.00,22953202.70,-26186223.30,967353744.00,324034996.30
392671410.40,0.18,0.02,0.08,-30632000.00,-84575000.00,23513988.80,147161800.50,1355190151.00,619051018.00
299161216.40,0.18,0.02,0.08,166287000.00,49974000.00,172398806.90,65738412.80,1308622646.00,646975102.10
372124193.70,0.20,0.00,0.08,-56182000.00,-26885000.00,-58146120.80,84084973.40,1180680578.00,572476482.20
386700842.70,0.22,0.01,0.08,39154000.00,80804000.00,6072360.00,40772280.00,1409783917.00,1018998227.00
371460235.40,0.21,0.02,0.08,29958000.00,-21874000.00,78241060.00,94572740.00,1543877126.00,1459210798.00
43706968.21,0.10,0.03,0.06,256000.00,12975000.00,10309195.20,-77379.20,57087160.41,131449715.40
50273497.54,0.10,0.00,0.06,4961000.00,50077000.00,4974656.00,-41603352.20,39371459.33,36546820.35
46279339.34,0.09,0.00,0.06,6300000.00,-12592000.00,16509268.00,13813308.00,44389922.77,32644868.15
34180803.03,0.09,0.01,0.06,5547000.00,5195000.00,10764999.80,7582661.80,60189682.14,55514360.30
29742724.86,0.08,0.01,0.25,-6890000.00,-40668000.00,18269158.70,30316930.70,61224389.46,45602129.04
32108788.12,0.08,0.03,0.23,13918000.00,24520000.00,14106759.20,2321036.10,71073422.89,92607024.54
50005147.16,0.08,0.00,0.10,13697000.00,-8170000.00,13741833.00,16724828.00,54211235.47,29158247.34
39067210.22,0.08,0.01,0.38,7441000.00,4956000.00,7772038.80,12172926.00,70090005.09,62625750.22
31524037.78,0.08,0.01,0.06,10106000.00,11891000.00,2350909.20,11917751.20,86960413.71,63795854.64
33970861.76,0.09,0.01,0.06,42747000.00,17176000.00,28712859.20,11405700.80,99834942.48,58315845.19
41545757.06,0.09,-0.01,0.09,-18454000.00,-32699000.00,-6084790.00,19320010.00,77722723.44,-30844990.30
33823189.45,0.11,-0.02,0.09,8324000.00,-4712000.00,8148030.00,1595560.00,98546552.75,-32147192.62
42970952.17,0.09,-0.02,0.09,4650000.00,-20996000.00,10430080.00,11786960.00,276985940.70,-24709979.84
49718041.56,0.09,-0.01,0.09,-3158000.00,-884000.00,-1736520.00,3760780.00,258760016.90,19345417.02
95425275.40,0.19,0.01,0.08,82721000.00,138759000.00,-3641882.40,-30626018.40,415612278.30,109620726.30
109494419.40,0.18,0.02,0.08,2362000.00,10513000.00,20047504.00,2394608.00,513112801.70,156636432.40
110765239.90,0.16,0.01,0.09,17297000.00,19524000.00,20011120.00,-4351970.00,428260511.60,96241467.58
82155504.13,0.18,0.01,0.08,-26160000.00,3406000.00,-18444009.40,8178004.60,336204991.30,86995468.30
94298613.22,0.17,0.02,0.08,16858000.00,24152000.00,20598589.60,2972818.90,406080722.60,139017704.50
89163291.01,0.15,0.02,0.07,32284000.00,7674000.00,40884571.20,15260427.20,440128557.40,157183065.60
70673841.04,0.16,0.01,0.08,18746000.00,10996000.00,21988354.50,11464208.30,385591880.40,117333586.10
95719022.33,0.16,0.00,0.08,-21175000.00,-19617000.00,-12757144.00,29222868.80,401617595.50,179582087.50
97689487.28,0.16,0.02,0.08,15139000.00,14967000.00,17955839.20,11368077.40,473597043.60,295690374.70
90229194.06,0.15,0.02,0.08,10684000.00,13142000.00,18068830.40,8443107.40,523116651.50,299252679.80
161311298.60,0.14,0.01,0.07,-98854000.00,45818000.00,-2123072.10,-68387260.50,681629587.10,442594279.40
161311298.60,0.14,0.01,0.07,30468000.00,625892000.00,34896466.00,-545468847.90,631123040.90,426986613.50
225853301.80,0.14,0.01,0.07,-61086000.00,41794000.00,-55710621.30,12687419.40,456731917.60,206199559.30
148882441.30,0.13,0.01,0.08,72406000.00,52580000.00,79122237.60,25995514.60,482761268.00,303530095.20
202456493.50,0.13,0.01,0.07,-54974000.00,25380000.00,-41046302.80,39453866.40,386370150.20,280011942.70
227236046.50,0.17,-0.01,0.09,353501000.00,542417000.00,73633463.00,-202653501.10,363217169.50,186501712.80
293596121.40,0.17,0.00,0.09,-14584000.00,15423000.00,-35071575.00,44094910.00,333438645.50,158665097.90
272194680.20,0.19,0.01,0.09,164182000.00,335222000.00,-25502980.00,-79054455.00,444299087.10,286890367.60
266746333.70,0.22,0.01,0.09,58292000.00,96680000.00,-14836733.20,87190790.20,632103240.00,489249289.70
259187887.30,0.19,0.01,0.08,-41032000.00,-264592000.00,122983740.00,196870300.00,604112968.70,404742152.30
302472173.20,0.22,0.00,0.05,-14974000.00,50739000.00,-22088309.40,-21913338.50,570270785.20,202297313.00
382131705.40,0.23,0.00,0.09,-5185000.00,164332000.00,-65500283.20,-32802062.40,685920620.00,545087552.30
371173988.60,0.22,0.00,0.08,38946000.00,-41467000.00,66532369.90,86022472.00,727463620.40,555845932.40
405831115.10,0.23,0.01,0.09,27498000.00,43937000.00,46425796.50,27897749.00,711798212.70,698027705.40
459200498.40,0.21,0.01,0.09,5651000.00,-43451000.00,71460667.20,93921618.40,759396818.50,920163803.00
508170114.70,0.22,0.00,0.08,30292000.00,174226000.00,-27869696.00,-42217584.00,593928535.80,719470399.30
546764612.60,0.22,0.01,0.08,-2382000.00,156460000.00,4092771.50,-61990834.50,674308191.10,1007146787.00
510901490.60,0.23,0.01,0.09,42008000.00,312576000.00,-67302348.80,-93856035.20,777632144.70,1117719204.00
464232203.10,0.20,0.01,0.08,69791000.00,-98047000.00,130510310.00,129268431.40,747282649.20,1070066200.00
457442584.60,0.22,0.00,0.09,20657000.00,58196000.00,9518787.50,-1718549.00,1105281127.00,234322066.50
450948459.50,0.22,0.00,0.08,3258000.00,22615000.00,732978.80,36330266.00,1360206806.00,321484174.50
376099858.70,0.20,0.00,0.08,-5490000.00,-59487000.00,61653513.00,65834435.50,1389537877.00,436468308.40
379464041.40,0.23,0.00,0.09,-14587000.00,39644000.00,1576713.20,-250797.00,1244536610.00,263263864.30
362145728.40,0.20,0.00,0.08,26181000.00,50455000.00,27931304.00,20442345.20,1772339199.00,569270876.00
453277330.10,0.20,0.01,0.08,10766000.00,78327000.00,1621798.00,26380458.00,2136093878.00,726929167.20
407326471.30,0.20,0.01,0.08,94766000.00,91228000.00,100173136.90,13718870.30,2176669096.00,852701153.90
490062590.50,0.22,0.01,0.09,-13322000.00,79175000.00,35712339.40,-4009471.40,2035617631.00,783831833.00
545275825.30,0.20,0.00,0.09,-9940000.00,147073000.00,-17636018.40,-50264040.40,1886691983.00,622531216.40
516606000.60,0.20,0.01,0.09,86670000.00,252522000.00,13219941.80,-72232704.40,2106053331.00,876423376.10
509839809.90,0.22,0.01,0.09,58831000.00,117006000.00,49238553.10,-18255290.90,2025394180.00,618248184.60
437512913.50,0.20,0.02,0.09,21841000.00,-203776000.00,193279820.00,195143970.00,2014525145.00,750169826.30
417161866.90,0.22,0.00,0.09,21705000.00,120353000.00,-44834650.00,-34710330.00,1552454899.00,78932083.18
380912351.00,0.20,0.01,0.09,41492000.00,3784000.00,49340849.60,81691670.40,1691262265.00,568640625.00
391955323.20,0.20,0.00,0.09,18408000.00,2763000.00,54573449.70,52825377.70,1695870605.00,511971665.50
345603539.00,0.19,0.01,0.09,25325000.00,33098000.00,79356943.50,61974217.30,1786689026.00,881054879.30
402107382.20,0.22,0.00,0.06,23735000.00,274013000.00,-113765377.50,-116173335.10,1721668855.00,621060098.30
